,RA,DEC,z
86,191.290268,14.390255999999999,0.024789
87,145.08955500000002,29.557149,0.024899
88,186.097342,65.65271,0.024899
89,326.584048,-1.029644,0.024899
90,161.10511599999998,12.611946000000001,0.024327
91,216.253321,44.120942,0.025121
92,233.872809,7.767474000000001,0.025217
93,190.751105,13.767245999999998,0.025217
94,160.61675,24.838788,0.024534
95,202.497984,3.415489,0.022054
96,315.788175,9.616642,0.021539
97,147.259714,29.264346999999997,0.021539
98,211.72866000000002,34.999357,0.022198
99,49.033771,-1.08441,0.022198
100,187.709992,59.484836,0.022198
101,176.007151,48.684134,0.024008
102,208.26175700000002,9.159331,0.026899
103,185.805502,30.400375,0.027264
104,232.60870099999997,16.100119,0.027264
105,183.64006,7.723827,0.027264
106,247.617394,16.061367,0.027385000000000003
107,207.198932,65.64025500000001,0.027385000000000003
108,176.331002,25.818848000000003,0.027385000000000003
109,6.427432,16.205622,0.0308
110,123.02571100000002,46.217444,0.0308
111,138.960578,50.277428,0.0308
112,173.173667,39.747256,0.030012999999999998
113,249.480814,36.587266,0.03036
114,166.521327,6.828914999999999,0.027656
115,216.39374300000003,30.211871000000002,0.029148
116,155.17516899999998,16.605586,0.029148
117,205.211273,52.531939,0.031412999999999996
118,131.740926,2.9459779999999998,0.031412999999999996
119,178.291378,20.515124,0.025966000000000003
120,116.56543300000001,21.371055,0.025966000000000003
121,156.67931399999998,29.136136999999998,0.026699
122,173.110287,-1.610644,0.026699
123,164.504826,4.371976,0.026699
124,124.208633,19.771917000000002,0.052176
125,142.639499,67.923156,0.052085
126,142.359951,3.7251,0.053001
127,234.32808300000002,39.827109,0.053001
128,130.677418,40.668152,0.049539
129,141.617192,0.070346,0.049539
130,214.13952,10.02538,0.049539
131,134.120388,21.472343,0.049089
132,207.816036,15.903273,0.050444
133,231.18132799999998,47.768363,0.050444
134,124.920271,13.211385,0.048308
135,45.99331,-7.289639,0.054462
136,13.215666,14.851903,0.054462
137,154.094496,42.901096,0.055014999999999994
138,52.789164,-6.40339,0.055014999999999994
139,154.695604,5.9749360000000005,0.055014999999999994
140,206.420074,28.839846,0.053174
141,180.00373000000002,44.39445,0.053174
142,121.581759,43.959512,0.053174
143,193.08806,23.988532,0.053350999999999996
144,136.139162,40.077233,0.05391900000000001
145,17.089866,-1.0184600000000001,0.052157
146,177.911067,19.083848,0.052157
147,45.449453000000005,-7.296427,0.052157
148,35.842559,-7.545967999999999,0.051871
149,328.320156,-8.071928,0.051871
150,195.083278,10.968627,0.049332
151,117.054546,47.103334999999994,0.048845
152,335.826637,14.088481,0.048845
153,156.24493700000002,30.698475,0.050072000000000005
154,206.571209,57.22936899999999,0.050072000000000005
155,125.367701,35.250541,0.052683
156,186.595921,10.326916,0.052683
157,230.156448,32.396198999999996,0.052849
158,151.84571599999998,6.746586,0.052849
159,180.223323,42.986677,0.052849
160,169.71479399999998,25.448965,0.052849
161,173.583973,1.51403,0.053417
162,192.711361,43.430628999999996,0.053417
163,167.629254,1.07926,0.053417
164,148.86565,47.531168,0.053417
165,130.624187,7.252575,0.05343
166,191.215464,-0.538862,0.054149
167,167.16003700000002,30.409719,0.050477999999999995
168,181.269289,19.912323999999998,0.050477999999999995
169,166.894327,42.978961,0.053996
170,192.06675800000002,5.754776000000001,0.053996
171,199.40053899999998,-1.281941,0.053934
172,246.942502,8.189817,0.051974
173,136.44468,15.687307999999998,0.051974
174,33.681457,0.42255600000000004,0.050932
175,235.897901,14.8212,0.050932
176,160.133073,58.32725500000001,0.050961
177,158.041153,16.949235,0.050961
178,202.34321699999998,64.96270200000001,0.05171900000000001
179,328.114323,-8.218681,0.05171900000000001
180,179.2169,16.790588,0.05171900000000001
181,23.141659,-9.025127000000001,0.053279999999999994
182,332.79116600000003,-0.008562,0.053279999999999994
183,154.136648,38.67217,0.053411
184,164.868763,46.510606,0.053116
185,140.499346,12.093367,0.053116
186,32.251653000000005,-9.08414,0.053116
187,219.75024,4.510395,0.052382000000000005
188,136.375328,3.8604559999999997,0.052382000000000005
189,199.67654199999998,33.411245,0.053591
190,263.99888,59.690214000000005,0.05366
191,146.52735900000002,18.868403,0.05350800000000001
192,176.649057,64.749145,0.053915
193,353.071074,-10.495534,0.053579999999999996
194,184.17003,32.405159000000005,0.052882000000000005
195,239.014114,39.621564,0.053155999999999995
196,229.295646,15.434403,0.049082
197,137.70899599999998,11.709858,0.049082
198,140.92114899999999,40.114643,0.049082
199,186.00253899999998,23.144556,0.050635
200,219.285538,25.547242999999998,0.05134
201,237.88827400000002,22.061965,0.05134
202,188.328885,49.947996,0.050757
203,247.996369,37.646514,0.050733
204,169.741479,46.934389,0.050733
205,165.2095,10.363899,0.051102
206,167.161334,23.851575,0.051102
207,207.56035,66.07734599999999,0.051102
208,177.217503,30.169643,0.048931
209,171.809007,19.420254,0.048931
210,208.800057,41.932486,0.046232999999999996
211,143.57437099999999,27.675796000000002,0.04668
212,195.17201599999999,10.077131,0.047043
213,215.090516,20.064538,0.047043
214,144.723719,18.053879000000002,0.046889
215,40.484357,-7.096103,0.046889
216,121.11708,14.262526000000001,0.04682
217,131.265735,11.823792999999998,0.046603
218,125.47914399999999,46.779684,0.046391
219,209.83014599999998,-0.963227,0.040725
220,211.752503,16.089499,0.040725
221,123.248805,47.376164,0.041615
222,175.477179,10.812578,0.041615
223,123.15871899999999,13.195632999999999,0.041296
224,208.906687,50.164721,0.046981
225,206.37166100000002,4.930915,0.046981
226,205.88636100000002,5.824644,0.046981
227,214.56984,12.027842999999999,0.04528
228,192.74381100000002,42.092105,0.04528
229,115.92334,39.229646,0.045216
230,160.81125500000002,0.478966,0.045216
231,210.658732,36.395053999999995,0.045167
232,143.901604,21.458043,0.045167
233,132.99813600000002,39.682287,0.046359
234,173.626955,-0.49431099999999994,0.046359
235,182.915881,28.820455,0.045987
236,175.957009,36.828272999999996,0.045987
237,141.719928,3.6166370000000003,0.045987
238,117.189522,23.823562,0.046641
239,188.091219,19.587788,0.046641
240,219.17129500000001,57.64508000000001,0.046641
241,187.133828,-0.649911,0.046641
242,173.634941,31.9335,0.046755
243,134.834733,38.738113,0.048081
244,168.22181899999998,12.955216,0.043831
245,242.483557,41.813062,0.041888999999999996
246,189.24143999999998,2.389217,0.041888999999999996
247,180.45238600000002,10.294349,0.041329000000000005
248,235.40996299999998,31.165289,0.04265
249,224.90983599999998,16.765953,0.04265
250,161.656102,3.261215,0.041095
251,161.575213,49.833187,0.041814
252,206.386321,19.914149,0.041195999999999997
253,155.953283,46.329916,0.041195999999999997
254,223.939538,1.64333,0.041195999999999997
255,177.364308,9.014475,0.041488
256,213.33620499999998,37.95367,0.041086000000000004
257,169.692809,17.552077,0.04198
258,217.36085699999998,41.002195,0.04198
259,153.629471,26.052296,0.04194
260,178.47855,-1.258369,0.042362000000000004
261,164.26332,35.79197,0.042362000000000004
262,338.908704,13.832329000000001,0.044887
263,226.250077,3.2924620000000004,0.042706
264,136.652627,35.159673,0.042706
265,191.61151,-2.839182,0.042706
266,131.267823,43.180611999999996,0.042533999999999995
267,139.52549399999998,60.506326,0.041773000000000005
268,174.11196999999999,29.068856,0.041773000000000005
269,162.081414,37.878957,0.046732
270,117.949656,21.586266000000002,0.046732
271,194.04081299999999,38.167102,0.047645
272,17.485405,-10.540512,0.047645
273,331.184494,13.472723,0.047645
274,202.205255,21.721612,0.045691
275,222.653685,1.7726669999999998,0.045691
276,248.483596,40.581294,0.046301999999999996
277,166.788787,25.873245999999998,0.046301999999999996
278,329.250556,11.829065,0.04623
279,163.057296,4.727791000000001,0.047711
280,194.691745,25.424805,0.045533
281,258.200153,32.197893,0.045533
282,134.432727,36.463651,0.051354
283,160.030695,33.866623,0.051354
284,146.544491,15.546033999999999,0.048597
285,247.78651000000002,25.023757999999997,0.048597
286,217.03205699999998,16.331959,0.051740999999999995
287,52.201714,0.479001,0.051740999999999995
288,173.04765700000002,19.939713,0.051740999999999995
289,166.243565,24.695968,0.050579
290,133.279448,60.852683999999996,0.050579
291,10.182649000000001,-10.380569,0.050579
292,139.179154,26.621821,0.054469000000000004
293,185.562065,51.181653000000004,0.054469000000000004
294,140.953282,1.771743,0.054469000000000004
295,216.80715299999997,3.116975,0.054879
296,117.62635800000001,25.563679,0.054879
297,185.370576,8.585039,0.054533000000000005
298,158.06781,45.873131,0.054533000000000005
299,326.955236,-8.409248,0.053819000000000006
300,132.521376,19.364254000000003,0.052945000000000006
301,227.25611800000001,6.624252,0.052945000000000006
302,127.695714,26.217622,0.055242999999999993
303,194.139079,11.699178,0.054825
304,187.394805,35.716536,0.05426
305,196.308346,16.658938,0.049963
306,148.255686,1.59627,0.049406
307,219.45108399999998,30.210471000000002,0.049333999999999996
308,314.215241,-6.469062999999999,0.049333999999999996
309,174.53434099999998,-1.99787,0.049132
310,121.849373,27.928673,0.049132
311,252.307561,32.121340999999994,0.048195
312,238.930332,37.227184,0.048195
313,172.753775,21.419578,0.048443
314,227.15542200000002,31.27835,0.048443
315,123.121053,10.406883,0.055401
316,191.015166,36.098997999999995,0.055401
317,122.00929,19.888343,0.054639
318,148.826368,29.339883,0.053567
319,184.514167,15.299254999999999,0.053567
320,139.429852,40.118307,0.053499
321,212.870064,31.962246,0.053499
322,132.4847,5.648664,0.053499
323,122.860803,57.33961600000001,0.048191000000000005
324,172.261336,64.447561,0.048191000000000005
325,135.729458,21.519832,0.048191000000000005
326,143.416534,29.012596000000002,0.046367
327,237.594297,8.942008,0.046367
328,335.320502,0.52623,0.046367
329,164.798418,20.665231,0.046868
330,140.702783,17.653434,0.046868
331,198.87616599999998,34.005363,0.046868
332,134.064868,34.805412,0.046868
333,165.13698200000002,38.638428000000005,0.046071
334,232.832121,-1.67744,0.046071
335,14.243478,15.599499,0.046071
336,129.470326,29.807133,0.04545
337,234.610077,50.212027,0.045752
338,205.206782,59.794968000000004,0.045752
339,148.083847,62.423556999999995,0.04507
340,226.61137000000002,35.786634,0.04507
341,199.58641699999998,55.21015500000001,0.04507
342,234.79962999999998,27.075841999999998,0.04507
343,194.754423,31.356697999999998,0.042775
344,177.27074199999998,50.345581,0.042775
345,184.94766299999998,18.789113,0.043341000000000005
346,148.250489,13.678835999999999,0.043341000000000005
347,161.931835,38.660574,0.043904
348,249.49409500000002,25.18473,0.0432
349,132.814844,61.46046,0.04342
350,158.124068,20.099372,0.04342
351,194.04988,-3.5271449999999995,0.042758
352,334.76599100000004,-7.547132,0.042758
353,242.92499500000002,15.674741000000001,0.043151
354,129.89103799999998,27.428331,0.043151
355,180.316352,50.517196000000006,0.043151
356,165.380152,16.295205,0.042488
357,160.00066,19.547487,0.042488
358,226.763463,58.458484999999996,0.044013
359,156.77715700000002,21.49687,0.043889
360,208.63445900000002,10.501553999999999,0.043889
361,207.034338,19.861078,0.043969
362,180.743019,46.441962,0.042683
363,243.22877200000002,12.120422,0.044349
364,314.90945899999997,-0.440854,0.046214
365,226.671622,25.098709,0.046214
366,165.642169,67.233954,0.043481
367,228.711592,38.143718,0.041954000000000005
368,240.905585,18.651023000000002,0.041954000000000005
369,346.94114,-0.427649,0.041954000000000005
370,24.6405,13.032206,0.044864
371,162.109746,1.8512540000000002,0.044864
372,121.79686399999999,16.592651,0.044088999999999996
373,139.90023200000002,7.241292,0.044088999999999996
374,184.511657,50.264782000000004,0.040856
375,198.32364099999998,24.148386,0.040856
376,236.663983,32.81178,0.04659
377,209.26363,14.5494,0.048525
378,207.52908100000002,24.729585,0.044721
379,160.97708400000002,39.208419,0.044721
380,163.886727,12.592628,0.044721
381,186.597961,11.472852,0.044951
382,215.113796,34.014951,0.044951
383,239.647102,23.084982999999998,0.041687
384,166.70663000000002,14.669339,0.041687
385,200.407799,31.583171000000004,0.041687
386,146.736215,31.186681,0.041687
387,234.93064500000003,12.636961,0.041687
388,200.71381200000002,-1.984694,0.044909
389,210.758945,6.199465,0.044909
390,200.894938,31.652446,0.046655
391,158.865591,19.23637,0.046655
392,183.711104,58.487931999999994,0.046655
393,315.973459,0.119074,0.046655
394,129.907497,43.155202,0.046547000000000005
395,244.879408,9.541981,0.046547000000000005
396,155.234033,64.43350699999999,0.046547000000000005
397,149.627545,35.015663,0.047387
398,61.061347,-5.564836,0.046644
399,233.481744,20.408104,0.046644
400,131.167702,12.707346000000001,0.046644
401,117.11295600000001,39.711191,0.046644
402,141.01681399999998,6.809289,0.046644
403,161.47388700000002,61.272608,0.045992
404,187.253658,20.966835999999997,0.045992
405,192.240912,40.046102000000005,0.046562
406,8.92357,-9.381721,0.046562
407,245.09663799999998,27.456321000000003,0.047132
408,155.46646,1.0186709999999999,0.044987
409,213.75027200000002,0.386262,0.046826
410,180.11893700000002,23.590575,0.046826
411,215.046212,0.729694,0.047254000000000004
412,189.591427,37.857477,0.047254000000000004
413,153.166352,22.967925,0.047254000000000004
414,173.547226,13.616228,0.047254000000000004
415,126.17773400000002,35.798328999999995,0.047605
416,27.477146,-9.643325,0.04742
417,212.57409199999998,31.314773,0.047053
418,228.563178,53.03305600000001,0.046773
419,235.814172,23.626720000000002,0.046389
420,225.834339,31.226706,0.046389
421,180.91986799999998,18.469715,0.046389
422,184.337159,19.526411,0.046919
423,333.028044,0.8420139999999999,0.046804000000000005
424,217.93186,35.224567,0.046804000000000005
425,212.299354,22.858486,0.045939999999999995
426,224.89520699999997,43.978021000000005,0.046445
427,140.108024,2.251303,0.046445
428,25.017767000000003,-10.070166,0.046445
429,126.05296799999999,12.333397,0.045689999999999995
430,229.13366299999998,2.047597,0.047052
431,131.588173,43.730954,0.047052
432,151.229213,29.579704,0.047052
433,228.355049,15.393764000000001,0.045533
434,132.239336,2.06412,0.044929000000000004
435,157.932646,15.681038000000001,0.044929000000000004
436,211.204475,32.139829,0.044929000000000004
437,132.954483,21.080476,0.044574
438,178.56924899999999,3.794049,0.044574
439,206.886553,8.778511,0.044255
440,187.049699,33.898573,0.044466000000000006
441,191.30347700000002,43.793822,0.044385
442,343.336007,-0.183198,0.044385
443,125.16506899999999,28.188152000000002,0.044385
444,41.429712,-8.381969,0.044791000000000004
445,136.86706999999998,48.285454,0.04533
446,197.877632,26.396371000000002,0.044592
447,174.31122299999998,56.953118,0.044974
448,147.561307,57.494255,0.044974
449,162.894881,0.99044,0.044974
450,239.63028599999998,27.213108000000002,0.046046
451,197.238464,36.0045,0.046046
452,225.13325600000002,59.201464,0.046393000000000004
453,127.66233100000001,30.730696000000002,0.046022
454,144.086912,41.313249,0.046891
455,230.058619,9.321308,0.045814999999999995
456,234.52836000000002,-2.1046869999999998,0.046100999999999996
457,123.326828,15.372399,0.046100999999999996
458,151.948871,21.009151,0.044982999999999995
459,240.32658999999998,26.603277000000002,0.044808
460,145.05364,17.692377,0.043987
461,212.490475,47.933252,0.044146
462,237.11915299999998,35.866322,0.045281
463,166.498071,11.289808,0.045281
464,217.561754,26.569271,0.044995
465,192.86472,46.403696000000004,0.045704
466,186.07451899999998,68.416988,0.045704
467,207.341051,21.876892,0.044493
468,118.301501,50.730126,0.044493
469,148.717556,29.548167,0.044493
470,332.714436,1.107171,0.045278
471,326.616594,-0.9552809999999999,0.045278
472,125.258257,7.18174,0.044567
473,129.993979,46.069062,0.044567
474,337.719069,0.812048,0.04413
475,172.627081,28.354594,0.04413
476,177.671281,60.398357,0.04413
477,37.322941,0.430705,0.045074
478,210.668844,18.738537,0.045512000000000004
479,9.160249,-0.9179200000000001,0.045512000000000004
480,146.94313799999998,38.605388,0.045512000000000004
481,175.918141,14.065752,0.04529
482,139.88829199999998,5.502855,0.04529
483,222.897046,21.079678,0.04529
484,116.238045,38.814424,0.044781
485,9.98086,-10.303412,0.044781
486,166.525072,37.239587,0.044781
487,167.195855,45.096294,0.045886
488,4.007606,-0.927049,0.046118
489,218.96308399999998,18.855625,0.046118
490,231.68132400000002,38.145276,0.046118
491,245.080124,40.000988,0.044142
492,176.503741,16.074254,0.042317
493,220.84559900000002,24.237794,0.046310000000000004
494,213.39848199999997,37.597565,0.046310000000000004
495,213.250228,52.726383,0.044732
496,220.28116699999998,59.3511,0.044732
497,171.17738799999998,5.920806,0.041981
498,171.207185,32.035,0.041981
499,202.455801,28.058851,0.04476
500,204.860796,38.562934000000006,0.04476
501,231.32645,11.199035,0.04476
502,173.025019,7.093903999999999,0.046445
503,205.666255,8.381319,0.043334
504,132.44693999999998,35.419561,0.045199
505,113.66086899999999,45.342982,0.051132
506,117.628155,17.800573999999997,0.051132
507,144.672201,51.078721,0.046452
508,124.091149,13.739904000000001,0.046452
509,192.231391,10.783603,0.046452
510,172.207844,19.841811,0.049844
511,338.841019,12.988889,0.049844
512,235.166831,32.203006,0.046544
513,217.752404,51.612577,0.046544
514,153.326524,38.222082,0.046544
515,144.600556,14.346841,0.046785
516,151.002607,55.475954,0.046785
517,249.365142,33.825072,0.046785
518,204.853206,12.474413,0.044176
519,164.987961,4.014981,0.044176
520,188.337765,45.416662,0.044176
521,190.048454,49.698371,0.044176
522,144.37552,4.000961,0.044176
523,255.051146,39.040572,0.044406
524,132.29246799999999,10.824717,0.044406
525,203.710196,32.247619,0.044169
526,236.13592400000002,29.51553,0.044169
527,45.497412,-8.184753,0.043522000000000005
528,148.57846,25.974687,0.044733999999999996
529,145.890779,1.1220780000000001,0.044733999999999996
530,183.739109,24.412616,0.044718
531,203.499244,4.8000370000000006,0.044718
532,352.66321,14.481022,0.044718
533,179.756892,60.552137,0.045038
534,122.451101,12.362282,0.04795
535,229.65808199999998,33.012821,0.049163
536,203.45386000000002,-2.728384,0.043672
537,259.87622999999996,56.700378,0.046252
538,160.871736,12.333328999999999,0.044052999999999995
539,132.79173899999998,53.133922999999996,0.045351
540,256.936895,58.740163,0.045351
541,53.953301,-1.084719,0.045351
542,141.002397,11.084495,0.045488
543,172.27956,4.295268,0.045488
544,176.329244,8.537086,0.047329
545,206.06222,4.8431239999999995,0.046958
546,230.773629,46.854958,0.04679
547,206.81113100000002,35.864971000000004,0.04679
548,153.601405,47.059495,0.045545999999999996
549,141.755025,8.747508999999999,0.045545999999999996
550,173.226227,27.417036,0.045545999999999996
551,147.638395,47.697209,0.045545999999999996
552,143.221822,15.642449,0.046882
553,148.232576,44.012207000000004,0.046882
554,205.619271,50.050446,0.047403
555,151.337071,25.527082999999998,0.04654
556,173.053026,22.321459,0.043543
557,4.9307099999999995,0.348602,0.043705
558,195.89845400000002,14.63296,0.043705
559,125.79793500000001,53.729496999999995,0.044357
560,177.794553,45.821303,0.042894
561,155.843065,16.640315,0.043188
562,207.557647,31.877209000000004,0.043188
563,237.386767,22.110312,0.043188
564,154.65991599999998,63.663897999999996,0.043931
565,322.11352999999997,10.828732,0.043931
566,164.71983600000002,44.496899,0.044876
567,215.699388,13.379572,0.044652
568,173.307648,26.355099,0.044652
569,139.185035,25.883685,0.043629
570,172.58723,44.98677,0.044855
571,164.126288,14.938092000000001,0.044855
572,164.379882,66.27659,0.044746
573,351.769773,-0.10351099999999999,0.044746
574,224.29267000000002,13.644194,0.043696
575,150.798261,50.746408,0.045321
576,122.666675,55.096724,0.045321
577,177.379953,37.754645000000004,0.045321
578,232.669408,51.115384000000006,0.044439
579,6.633022,14.878553,0.044439
580,153.99473999999998,31.176919,0.044439
581,152.95654199999998,9.992249000000001,0.045038
582,2.830924,-9.602414999999999,0.045038
583,162.00537,18.757583,0.044621
584,338.48992599999997,-9.319208999999999,0.044621
585,125.461928,32.128976,0.045305
586,200.501486,6.445367,0.044903
587,201.606868,21.215195,0.044903
588,204.448096,0.253429,0.045057
589,8.388942,15.558214999999999,0.045057
590,126.96905100000001,27.924931,0.045057
591,155.529134,5.117464,0.045079
592,161.108199,6.645903,0.045079
593,162.992227,13.780051,0.045079
594,227.93757000000002,32.088563,0.045882
595,239.59383300000002,41.912898,0.045183
596,9.881756,14.318192000000002,0.044948
597,213.09192599999997,21.137366,0.044948
598,119.151697,26.289634999999997,0.044649
599,169.759196,57.797623,0.044649
600,190.042625,6.606147999999999,0.043571
601,115.17613999999999,46.129719,0.043571
602,242.001212,20.754494,0.044426
603,181.37915,51.401438,0.043894999999999997
604,224.39994,46.311864,0.043894999999999997
605,130.413551,0.734581,0.043894999999999997
606,156.478652,41.485923,0.045435
607,157.02940700000002,34.781753,0.047228
608,142.477946,8.56414,0.045855
609,179.790448,54.39264300000001,0.045652
610,135.091846,38.253596,0.045652
611,237.579492,3.1134049999999998,0.045874
612,357.465558,-9.709743,0.045874
613,163.527183,-0.168239,0.044614
614,148.431367,18.904097,0.04444
615,158.911881,58.758055000000006,0.04489
616,352.57307099999997,-9.896306,0.04489
617,156.614507,55.980436,0.045336
618,248.05417599999998,44.016151,0.044448
619,140.026823,60.363076,0.044448
620,180.383217,4.910735,0.044471
621,189.393044,3.194513,0.044842
622,222.50097000000002,16.877969,0.044842
623,142.048742,29.926479999999998,0.045641
624,116.973832,41.790813,0.045641
625,127.75256499999999,9.541378,0.045641
626,222.05455899999998,58.49728,0.045402
627,259.34158199999996,32.980191,0.045439
628,208.640357,-2.518818,0.045439
629,202.785544,-0.9780709999999999,0.045108999999999996
630,237.88628500000002,7.402439,0.045607999999999996
631,219.27417000000003,19.614657,0.045607999999999996
632,204.96015400000002,9.356711,0.041277
633,194.77641699999998,36.051276,0.046305
634,240.45279900000003,18.651245,0.046305
635,172.337492,50.414455,0.045742000000000005
636,144.397268,40.838454999999996,0.045742000000000005
637,154.59868,63.817166,0.046686
638,160.470744,18.743773,0.045094999999999996
639,168.908453,63.526653,0.045094999999999996
640,241.44988199999997,34.510205,0.047957
641,202.239283,58.188113,0.047957
642,233.738175,32.119514,0.047001999999999995
643,223.58189500000003,62.822683,0.047001999999999995
644,180.411858,36.11878,0.043122
645,213.894792,17.956629,0.042662
646,154.813454,19.043692,0.042662
647,41.018899,0.436884,0.049079000000000005
648,200.002548,-0.086897,0.049079000000000005
649,202.793522,44.900187,0.045110000000000004
650,194.870147,5.139933999999999,0.049143
651,248.37602,43.28909,0.049143
652,189.550324,27.542352,0.049143
653,155.801505,0.8339629999999999,0.047845
654,208.986852,1.9037689999999998,0.047845
655,202.858684,-0.16180799999999998,0.047845
656,221.610477,38.442823,0.044616
657,219.78798700000002,8.510596000000001,0.042824
658,144.730903,30.44561,0.044738
659,221.129806,11.684719,0.044738
660,233.893984,40.294140999999996,0.045816
661,132.514391,25.128814000000002,0.04856
662,143.66678000000002,26.992259999999998,0.04856
663,183.703294,23.827167000000003,0.045639
664,166.302089,29.764737,0.043766
665,243.93545099999997,11.261997000000001,0.047518
666,192.312574,58.984083,0.047518
667,46.735904999999995,1.017113,0.047187
668,214.25580699999998,56.287675,0.047187
669,235.023521,9.748369,0.042336
670,238.768108,44.088114000000004,0.042336
671,142.569984,10.322245,0.04517
672,143.986836,54.541427,0.04517
673,121.911344,14.266648000000002,0.04517
674,338.15238999999997,14.004935000000001,0.04517
675,224.07907400000002,56.864553,0.048315
676,227.39623500000002,30.535418,0.047488999999999996
677,213.34506499999998,-2.079834,0.047488999999999996
678,123.73708899999998,52.052122,0.044213
679,176.863624,5.539898,0.044213
680,232.13732400000004,7.678478,0.044946
681,232.130194,48.626036,0.045016
682,178.23939,18.010172,0.045269
683,221.518575,42.812272,0.045269
684,248.98540899999998,13.549373000000001,0.045148
685,214.074714,20.822187,0.045148
686,226.984952,45.541177000000005,0.045037
687,244.460976,51.772473,0.045037
688,191.872472,11.201713,0.045281
689,134.823676,32.184946999999994,0.046317000000000004
690,220.049181,12.218784,0.046317000000000004
691,211.38807999999997,5.1193290000000005,0.046317000000000004
692,56.43288199999999,0.183445,0.046615
693,341.759297,-9.096225,0.046615
694,173.83442,34.181165,0.046615
695,205.826606,48.711482000000004,0.045475
696,155.680642,19.854378,0.045475
697,157.140003,10.824389,0.045475
698,201.143567,31.030552,0.045475
699,200.192243,40.028785,0.054178
700,174.298648,26.507421,0.054178
701,217.919766,7.491211999999999,0.05404400000000001
702,229.680208,30.278271999999998,0.053819000000000006
703,124.423461,21.514413,0.053819000000000006
704,319.817342,-7.617493,0.051711
705,223.38875299999998,13.872193,0.051711
706,172.230844,20.65554,0.05336799999999999
707,118.37363700000002,24.400462,0.05336799999999999
708,143.76433600000001,19.594387,0.053833000000000006
709,172.04034199999998,18.753373999999997,0.053833000000000006
710,162.20228799999998,2.0478110000000003,0.053833000000000006
711,166.140452,27.005794,0.053716
712,230.05741600000002,21.076855,0.054089
713,172.574492,61.49629300000001,0.054089
714,214.97239100000002,-1.702573,0.054089
715,241.20268199999998,52.425936,0.053095
