 55.52   0.55   0.20
 70.34  79.95  11.75
 82.69  66.94  25.15
 82.76  33.86  60.77
 74.28 119.48 106.22
 58.31  43.55  75.88
 13.79  77.11  38.64
 66.71  53.77  98.93
 75.36 123.41  73.59
 30.26  12.07  57.89
 58.48  83.64 108.52
139.49 128.53 101.35
 28.87  87.37  82.16
 24.99 141.15  81.35
 56.57  53.10  38.10
 27.24  69.97  68.52
 89.75  84.88  22.56
103.61 141.06  49.84
 68.11  79.67 106.10
 21.58  39.79 120.05
133.61   4.19  77.86
128.88  59.93  68.62
 48.45  81.33  72.64
 82.48 115.68  18.07
 79.18  94.70 104.58
 71.68  60.40 115.96
 68.31 136.15  72.16
 59.69  94.28 127.93
 40.61  59.24  37.12
122.88  51.22  97.07
 74.76  26.75  97.83
 65.35   2.98  41.95
119.02  84.30  86.83
 76.20  72.29 121.95
 73.51  46.68  71.89
 64.42 118.11 113.49
105.65  60.02 122.15
 90.31  89.97  63.42
 70.30  93.61   1.11
 75.83  59.60  14.66
 46.50  15.40  19.12
 64.14 102.18 130.91
 69.51  56.96  52.42
110.43  12.34 125.77
 55.33  48.99 127.24
 20.46 123.86  12.80
133.15  61.33 118.21
108.69 115.76 111.02
 70.72  80.83  38.94
107.99   6.09  83.59
 44.19   3.23 104.97
 29.19 136.88  59.62
125.68  86.15   7.96
 70.09  56.79   2.60
130.76  86.47  24.25
 60.07  41.59 121.59
 55.07  19.74  49.73
 54.34  19.17 112.52
 80.02 136.18  45.22
136.60  79.70  48.85
  9.94  96.40  26.77
120.23  20.45  71.98
119.06  64.31  27.01
 54.87   4.59  46.99
 45.54  57.03  93.82
 47.37   5.14 107.31
104.82  52.14 129.44
 34.50  90.12 138.39
 53.56 123.80 136.87
109.30   3.08   2.10
122.27 109.13  43.21
113.18 138.92  11.66
 74.58  61.21  44.77
 57.91  44.48  74.54
 77.29 100.94  14.31
 54.37   9.52 123.63
 93.20  75.85  44.23
127.39 137.43  80.48
 40.57 123.54  42.61
135.03  68.94  73.77
 27.03  58.09 108.65
 24.03  67.24  95.79
 37.93  82.04 125.26
135.80  88.54 122.80
108.31  37.66  69.97
117.53 126.61  99.42
 38.67   5.77  15.62
135.64  12.98  29.25
132.89   5.37  28.88
 87.20 119.39  87.70
 27.48  44.24 133.40
 63.51 107.60 125.84
106.94  92.61  34.85
109.20  55.36  73.21
 69.56  57.11  52.11
  9.92  38.88  64.87
 31.34  14.03 124.46
131.19  95.59  26.11
129.83 107.76 135.68
113.90 104.60  70.31
 25.56 134.48   9.08
  9.74  47.35  61.99
 81.16 120.59  85.65
119.25 117.87   0.90
 61.04   7.65  43.26
132.39  22.21  54.19
 50.82 128.88  10.47
 41.21 101.72  26.95
111.78  65.13  93.77
 53.98 115.11  13.29
 98.70 135.09  71.36
 81.53  94.05 113.00
 87.71  60.57  10.44
106.32 134.02  42.32
 11.99 108.75  53.65
 82.93 121.07 117.82
 95.28 118.74  94.72
133.92  25.48 141.23
 89.10 128.50  62.39
 28.92 106.21 108.47
 14.41 117.45  39.53
 53.95 127.90 130.74
 72.29  55.42  12.16
131.79  93.64 133.03
 90.75  63.91  64.46
136.93 119.01 124.19
139.17 101.94   6.50
 96.88  95.84 138.93
 78.99  50.28  65.29
124.25  84.67  66.75
 16.42  81.10  31.72
 45.59 131.80  21.65
123.85 133.36  23.99
 56.11  29.70 114.73
 58.79 123.45 125.68
124.77  33.52  25.71
  1.29 135.44  50.31
106.00  54.81 135.02
104.91  88.83  47.01
 40.90 133.32  81.18
123.33 109.26   9.45
 83.31  67.71 115.17
 85.20 132.78  70.89
 66.94 105.13 128.48
 61.72 124.40  34.47
 70.03  51.82  64.77
 13.59 106.49  49.54
118.07 112.22  22.41
114.25 118.21  15.13
  4.77  92.92   7.59
 30.92  59.73  35.66
 61.47   0.35  10.10
  1.21  76.93  39.41
 96.43  21.35  42.04
 52.23 117.50   0.08
133.59   8.12  35.59
 86.87  84.40  64.38
 74.14  13.18  10.64
132.96  58.52 111.57
 46.68  54.32  83.58
 97.49 132.77  29.64
 57.92  44.04   3.88
132.48 112.08  39.85
 12.60   6.92  45.83
 67.24 102.79  46.03
 72.66 139.25  26.44
 78.19 126.95  34.87
 30.72  60.22  35.71
 67.16  73.50   9.68
 64.55 132.99  97.26
  7.45  38.22  25.86
 76.04  66.67  11.21
 76.75 114.49  26.73
 95.08 105.67  49.29
127.94  18.04  94.90
 29.18  17.09 128.70
 51.99  77.07  19.61
 20.87  68.94 127.29
 10.83  30.22 120.52
104.62  52.06 129.94
120.81  85.13  62.38
 58.78  43.30  74.84
114.26  55.60 130.94
 76.84 109.51  64.29
 74.79  99.81  68.91
 15.10 109.53 126.08
 84.66 133.66  70.80
 49.51  77.18  10.37
 58.98  41.21  72.02
 88.78 127.90 105.60
 97.69  22.64   5.70
  5.62  94.50  30.36
 22.24  50.93   4.35
113.83  52.12   8.43
111.50 125.45 113.25
 38.31   6.26  54.37
 35.59  31.86  72.85
 14.48  73.54  36.37
 49.07  37.44 102.37
 96.08 107.88  46.88
 25.13  68.04 116.32
 78.84   2.06   8.39
 79.79  59.09  33.79
127.13 137.65  81.83
 61.78  30.10 133.24
117.25 114.04  44.84
 55.74 135.22  97.54
 95.55  90.35   8.14
120.71 117.05 127.21
 76.40 120.04  28.67
 96.36 111.87 101.42
 25.89  55.59  92.56
125.05 124.77 110.26
123.75  69.80   6.28
 70.78  42.73  78.04
 77.85  75.67  49.67
 24.87 140.96  81.43
 96.54 134.39 111.47
 70.85   5.41  31.66
 59.56  29.77  99.29
 66.97 133.23  32.90
 93.25   6.25 134.50
107.65  68.56  73.97
138.66 101.75   8.46
 44.48  13.02  44.32
127.33  89.18  49.54
118.85  60.35  81.65
 69.41  55.73  52.99
 69.65 108.56 115.39
 79.42  85.42  40.55
 92.23 111.60 105.02
 39.59  76.26  91.20
 74.45  67.73   9.63
 18.33   9.30  26.32
116.86   8.05   8.74
 81.02  40.39 111.73
138.65  18.67  30.95
 98.24  51.18  69.71
125.39 116.08   8.76
 75.95  98.44  94.25
 44.23   6.18 131.86
118.86  91.35  58.95
 46.28  39.74  47.75
 56.08 138.93 141.05
 84.34  87.78 125.82
113.10  30.91  86.09
 48.12  31.16  82.71
111.73   6.90  17.11
 82.25  41.08  79.18
115.99  17.76  11.10
 78.93   9.52  71.83
 95.61  65.65  91.57
110.66  62.67  98.11
124.53 132.55  81.39
 54.63  85.68  34.96
 23.84  73.11 124.34
 45.20  70.02  85.13
 78.54  27.43 110.11
 14.17  59.14  15.30
120.96  97.34  82.20
 61.01  35.89  30.27
116.84  39.46  30.91
 63.94  27.29 133.81
  5.96  92.96  25.08
 94.44 135.29  71.28
 54.32  19.00 111.99
 15.36 100.16  45.92
 20.90  48.86  61.95
125.95  58.84 122.51
 80.28 125.68  92.48
 55.44   8.03  46.07
 51.52  80.90  18.37
 45.50  66.95  97.94
105.22  61.52 120.30
  9.88  27.67  97.72
  6.99  54.81  22.75
105.77  66.24  42.67
 39.72  65.00 131.99
 87.07  49.53  44.74
127.29  99.48  31.06
112.24 109.74 120.82
 74.85  84.37  48.39
 72.30 137.14  66.40
 99.16  31.68 103.38
 18.34  75.63 139.10
 49.99  74.14  22.02
 36.55 135.73  70.19
 84.21   4.04  23.13
 26.02  31.86 126.70
 66.72   1.76  50.68
137.19  81.72 136.89
114.80  96.59  62.39
 70.33 134.57  68.55
 89.33 113.51  12.40
 83.61 102.09  51.09
  7.17 116.77  20.22
 84.27 133.76  70.82
106.30  97.54   1.92
 51.51  15.24  17.17
 33.57  57.86  43.70
 19.26 125.75  32.58
 67.97 136.17  72.31
 14.93  88.57  17.84
126.17  29.85  88.42
126.76 124.69  21.93
 76.36  73.55  10.42
 99.26 118.76  17.75
125.41 126.66  79.91
110.87  82.49 136.17
 28.46   0.81  13.66
131.71  75.30 101.61
 53.64 124.25 136.77
 52.42 111.35 138.25
 18.60 115.61  78.06
108.92 108.19  78.16
  7.65 140.51 124.34
101.80 130.09  13.63
 46.07  80.03  66.16
 89.74  31.74   5.00
115.84 137.73 121.23
117.55  91.74  96.78
 16.54  76.10  37.35
 32.17  82.23   3.45
107.29  15.30  18.28
 46.75  85.78  22.04
  8.01  66.76  32.07
 23.81 138.87  57.01
107.88  75.25  84.91
 20.44 102.42   2.41
109.20 108.39  77.88
  3.12  49.70  16.26
 33.00  86.67  14.73
 71.76  59.13  10.34
117.98  67.90  54.54
100.17  31.89 104.54
 48.70  52.31  79.78
 64.07  21.34   0.44
116.98  52.13 122.67
 81.66 131.93  21.74
 57.37 138.33 127.81
  6.12   6.92  38.33
 68.37 133.00  34.22
 80.72 125.35  74.13
 11.53  29.38 100.51
 16.77 102.85  47.48
124.22  62.88  99.01
 52.62  18.05   8.13
 94.60  55.61  79.33
 60.48  31.18  81.11
 46.73   7.74  91.59
 77.40  94.62  95.96
 66.37  53.21  50.03
 82.65  68.73 102.18
 84.95  67.04  12.92
 37.93  14.04  75.58
120.66 121.04  19.32
 96.75 107.32  67.99
 54.68   9.86 123.22
 87.72  60.47  10.46
  2.20  85.32   3.49
102.50  35.93  46.30
 61.27  28.53  13.08
 61.42  41.61  13.39
 77.48  51.97  62.34
 80.92  52.69 127.49
 82.14   2.56  58.97
104.84  52.30 129.43
 80.82  36.34  45.08
 74.09  55.38 117.01
 17.45 106.36  49.65
 94.05 130.75  76.06
  2.93   9.15  40.83
 71.04 105.64   5.96
 22.56  35.71   1.18
124.64  51.60  87.03
 73.12 114.64  45.53
 93.36  31.88   9.15
 53.43  52.38  10.51
127.04   4.93  42.50
 71.86  92.08 103.09
 81.01  95.30 104.80
 17.76  64.51 104.15
 83.78  48.28 122.44
 75.06  95.33  12.84
 76.21  69.72  42.09
135.55 133.52  21.27
 67.49 140.14  48.41
110.46 110.48  39.37
 78.44  47.81  68.89
 64.59   0.69  50.80
 26.53  45.17 140.83
125.93 130.40  89.17
 37.65  99.71 111.56
 48.74  85.32  37.36
 20.67  80.49  28.66
 85.27  37.44  79.44
 29.06  23.04 140.07
 13.28  76.31  38.97
 72.92 128.88  47.90
 75.62  89.53  54.86
126.86 135.03  77.42
  1.29 123.71  73.72
 49.84  61.85   0.75
 47.62  89.93 109.52
 45.03  58.62 106.92
  9.91 131.36  19.88
135.18  79.11 106.61
 35.33 109.00  68.30
 49.74  74.25  21.81
 46.39  79.43  72.73
 78.98  98.60  13.88
 22.66   7.14  45.55
 15.42   6.47  62.70
 44.18  82.15  82.75
 47.73  12.02  98.62
 53.76  25.11 118.29
 16.01  90.01 134.72
 89.68 117.34  20.24
128.69 138.65  79.60
 99.94  64.16  21.09
 85.73 128.02  88.87
 39.20  36.25  31.06
109.48  15.79 124.07
 60.05   2.01 113.48
  3.31   5.45  41.44
 91.45 135.76  25.03
  7.33  52.73  79.70
 69.72 123.86  65.37
101.53 135.82 126.80
 48.30  19.67 109.92
101.51 129.82 135.83
 52.89  80.63 106.29
107.37  78.64  82.60
  9.67   4.64  74.54
109.61  81.51  95.59
 14.30  80.07  36.78
 57.34 112.94 128.80
 49.16 133.52  54.22
138.43  17.36   1.41
  9.90 122.22 106.17
 30.11  83.40  54.82
121.63  56.77  36.97
110.96 118.43 113.05
 73.35  83.05  83.21
101.31  38.10  67.52
 59.83  40.10 117.24
135.95 127.93 106.84
 74.25 101.32   5.78
107.51 118.68  16.24
 74.27   2.68  61.80
121.93 140.95  67.01
134.91 126.36  20.43
127.57 104.72  20.85
 82.40  50.54  65.02
116.90   2.46  54.59
 72.66  68.94  10.43
 28.28  68.22  33.04
 47.32  74.24  95.57
 29.84 131.91  63.81
 62.51 120.69 117.76
 53.95  74.20  90.03
 70.92  52.43  58.75
 17.39 130.96 110.60
 29.08   6.06  28.29
 94.99   8.39  80.35
 43.94 136.68  21.36
112.63  34.94 130.76
 53.62  12.90 106.38
 62.66 107.16 126.19
 55.31  15.34  12.59
 55.00 102.78 101.91
 87.60  59.81  11.11
 33.78  92.72  33.58
 14.63  92.38  14.13
 99.71  59.61  35.70
122.61  56.92  60.38
 73.74  63.10  48.69
 62.77 107.50 125.38
106.87  30.31  88.11
 47.92  67.39   0.40
114.64  45.72  30.05
105.18  69.28  87.48
 53.03 127.68 136.73
 87.66  12.03  97.61
 31.27  69.86  79.95
 55.41  50.37  71.11
101.36  41.43  35.72
121.30  78.70 123.27
 26.00  67.44 116.42
112.73  27.74  36.32
 18.28 127.07  23.47
 33.63  70.80  97.11
 75.56  65.22  10.41
 43.72 127.24  80.88
135.67  18.62  99.35
 29.00 136.32  59.83
131.62  79.46  61.43
102.49  60.78  68.56
100.55 137.24  69.06
 29.78  16.37 101.97
 74.63  78.77  34.66
 52.82  76.64  92.72
 23.03  37.70  44.93
 50.88  53.07  91.59
 38.16  83.84  87.17
115.31  53.27   4.83
118.50 126.33   8.22
115.61  55.73  71.34
115.24 119.93 125.96
 29.60 133.67  60.39
 89.23 136.89  26.57
 52.37 122.42  15.41
 21.44  89.39 136.87
 92.56  14.13  50.65
124.83   7.95  93.31
 61.03  89.85  21.22
 97.58 130.93  60.03
 68.46 110.57  93.55
127.55 137.02  79.98
 84.84  79.14  29.43
112.79   0.77  60.56
 40.66  59.79  65.78
 58.49  35.34 116.32
 68.69  63.51  11.90
134.68  55.96  73.55
 84.26  47.90  50.78
 43.04 131.40  76.89
  9.38  40.93   5.97
111.39  84.91   4.42
120.77 122.18  18.07
 34.43  99.89 121.89
109.24  61.22 111.58
114.64  67.59  86.60
 89.18  65.24   3.23
 29.66 102.21  86.14
132.67  99.72   7.66
  6.03   8.63 120.34
 46.25  31.30  34.69
109.34  61.80 108.13
 14.10  76.83  38.46
105.73  93.30  86.85
138.37  92.17 139.57
 26.46 138.64  57.53
  8.15  51.39  80.96
129.38 119.32 140.62
 81.42 111.30 112.07
129.76  45.59 131.81
 71.51  72.24   9.94
 10.34  87.73  55.44
123.99 129.41  23.93
120.69  97.27  81.68
132.44 112.03  39.56
 32.29  87.93  25.93
123.86  52.49 122.10
 25.01 109.06  12.02
 32.79  88.16 130.94
 23.64   7.60 101.50
 97.05  92.31 123.88
 48.26  81.52  72.86
 27.35 141.23  81.62
 54.75 131.70  99.11
132.89 130.06 100.60
 72.05  78.61 115.90
103.52  22.65  16.19
131.55 107.57  78.91
 73.98  83.83  99.45
 95.47  67.85  18.30
 90.89  26.27  26.47
 56.55 107.02  10.04
 46.96  19.82 133.12
106.17  60.13 102.09
 22.55  38.67 123.05
 70.13 133.68  76.14
 25.73  60.03  46.63
 46.85  80.99  93.57
 51.93  57.41 129.78
 89.63  53.42  65.66
 13.37  84.47  54.52
 57.52  71.36   9.05
 22.86  55.90  57.21
 90.33  96.88  37.83
 81.60  28.29 102.66
 78.58  58.19  17.22
106.28  52.28 130.15
 66.54 139.97  75.86
 99.20  85.64 132.57
101.55  11.13  99.41
 66.39  39.53 122.13
 58.50  80.16  63.93
102.89 108.98  14.52
 42.08  85.21  28.30
 74.62  99.97  69.12
117.80  90.08  33.13
 88.91 131.62 112.66
  3.59  50.06  75.70
 12.50  29.38  32.41
 36.98   0.90  76.75
 74.34 106.77  94.53
 28.64  65.72 129.77
 37.79  60.80  94.12
108.67  31.54  91.09
131.27  58.45  63.17
  0.96  59.37  45.17
123.76  84.72  62.92
 48.28  78.00  39.95
  8.54 128.81  10.78
 39.68  74.27  65.96
 10.12  59.59  47.12
110.62  65.01  91.89
 84.67  92.46 113.56
127.47  61.03  75.06
 66.50  13.30  40.52
 85.70  32.53 103.62
103.09  33.33 102.43
 71.51   8.42  48.35
 79.22 129.35  86.90
128.54  75.86  88.28
 84.39  98.99 112.27
 67.33  80.51  94.37
 56.57 137.55 118.59
 83.95  76.72 100.74
128.27 116.37  31.83
 76.37  23.55 124.35
 70.16  57.59  51.84
 14.03  76.22  37.66
 85.31 128.24 113.15
 33.09  24.93  10.51
 66.87 138.83   9.47
 51.62  66.60  68.56
105.80 136.91  65.01
 26.21  40.61 136.50
129.84  17.14  85.74
  6.14  66.18  83.49
 24.24  81.36  12.38
 49.45  52.27  37.41
 48.34  60.92   0.43
 32.78  40.50  24.95
 79.48 123.21  55.39
 29.53  67.30  32.63
 91.83  59.41  66.72
123.05 127.67 125.62
 46.11  56.93  70.00
 16.09  67.55 107.96
115.07  66.92  87.53
 63.77 108.09 120.56
 22.76  80.50  24.23
 83.17  39.23 139.61
 97.06  61.59  89.74
 17.23 101.67   9.74
 41.88   6.25  46.62
  4.67  30.69  17.96
138.57  44.86   7.31
 30.63   0.68 124.21
 13.16 105.20  73.79
127.61 123.01  25.65
 58.65 109.60 127.28
 51.35  14.23 125.90
 20.29  19.99  28.49
100.92  77.93 108.00
130.67  60.13  61.02
 69.65  56.54  52.39
 59.45 139.10   4.78
 60.02  74.83   7.67
110.38   7.58  21.21
 59.54  67.38  30.81
  9.23  48.24 106.66
 22.65 123.02  16.98
 58.90 123.28 124.78
127.05 101.91 123.46
111.10 114.87 131.12
 65.41  75.73 106.36
 14.47  66.18  86.24
 40.87  73.76  25.44
  5.49  23.34  92.27
 70.40  87.47  92.24
 37.57  23.78  73.79
141.05  72.34  48.61
 18.49 119.73  48.57
 13.57  58.87  52.99
 51.29  56.64  73.42
  4.49  26.48  62.18
104.89  65.71  70.91
 79.78  49.74  13.55
124.86  84.74 108.64
 41.70 119.08  61.16
  6.98  27.84 100.76
 52.73 127.93 102.36
 57.93  50.05 105.43
 96.20  58.28  76.96
 95.34 108.15  22.18
119.73  15.47  23.64
 75.12  66.75  51.50
 68.60   2.25  27.67
115.80 141.02  55.03
 50.00  87.75  74.77
114.87 111.34   6.09
 91.05  98.85 124.63
 43.00  78.37 104.11
 93.53  59.56 138.74
 66.29  37.27 123.55
 46.19  41.26  24.98
136.75  81.85 108.14
 59.17 137.04  36.92
 79.53 129.07  78.46
 54.99  19.16  35.47
116.93 133.08  55.19
 34.08  75.89   2.28
121.85 105.45  24.70
 23.95  54.10 113.36
  9.05  47.73 103.16
 70.64 117.12  25.35
 62.52  11.95 129.50
 65.02 123.29  29.11
  7.56  91.09 127.34
 76.60  72.60  39.47
 26.82  91.59   5.16
 93.43  35.89  33.97
 72.36  68.88  10.35
 49.09 106.51   0.85
 49.50 131.71  61.17
 73.30  65.14  47.34
 70.61 108.17 104.79
128.22  18.85 104.19
 70.99  82.86  10.70
 30.86  70.70  79.71
 25.97  84.71  10.97
125.39  64.02  54.72
 55.45  18.07  95.06
 90.27  41.34 100.48
  0.64  88.76  54.17
 14.07  79.60  49.48
 95.37 127.77 111.81
 87.25  71.96 102.62
 29.34  13.43  80.78
 51.38 124.26   3.11
140.37  20.26  31.64
 27.42  87.03   6.02
 14.89  51.36 115.12
122.51  84.16  92.56
 61.13 104.24  15.13
138.74  61.59  86.76
 55.80  91.11  55.01
 41.38 108.02  21.87
 95.52  34.94 105.91
 76.12  54.11 108.94
 84.81  64.26  26.79
 80.70 140.32  67.56
  7.13 117.27  95.04
112.71  62.33  77.58
 45.26 111.58  60.05
108.29   8.03  48.74
 19.10  53.70 102.10
110.21 121.87 109.76
 57.73  81.40  64.45
 57.77 131.28 128.48
 26.64 122.96 134.02
 74.23 113.52 104.63
  7.54  79.90  39.78
 38.64  36.34  31.48
 72.60 130.50  56.51
 58.12  49.55  16.36
 55.22 115.16  13.89
 49.07  84.57 119.60
  4.14  53.68  86.65
 58.38  42.59  88.80
102.21  41.68  31.87
 64.01  96.78  18.75
119.04  83.93  85.73
 74.49  99.67  69.04
 46.87  64.47  81.52
117.53 123.07  82.77
 19.90  79.19   8.57
106.19  15.24 136.07
 32.12  51.32  58.58
 25.49  42.93  12.96
 73.97  71.21 140.16
 71.43  72.14   9.66
 47.62   3.74  33.78
  2.32  82.00  66.71
101.32  22.55  21.84
 40.95  75.65 101.31
140.43  78.02 132.94
 45.91  79.99 113.69
116.69  44.71  25.64
 97.37  21.30  55.93
 27.48   2.11  77.66
 98.09 114.37  23.56
110.41  81.44  22.12
 85.38 133.39  70.75
 79.19  15.88 137.37
110.46 140.28  35.35
124.74  71.84  28.91
 68.54 133.57  34.73
 47.53 113.52 101.42
 97.92  22.60   6.26
  0.26  79.85   7.41
 88.52 104.41  70.31
 28.75  98.72  32.70
122.65   9.09  73.29
 96.49 114.38  52.10
107.43  78.59  82.73
 64.45 120.18 108.87
 85.84   3.21  30.85
  6.69  31.17  17.15
 22.28  73.09  91.00
135.11  78.99  96.96
 71.16  42.47 118.03
 54.24  14.10 109.98
 42.55 114.32  75.45
 66.72  40.12 120.65
 39.65 141.19  76.85
113.06 129.38   3.99
120.74 127.74  21.62
 40.30  59.58  41.39
 30.61  22.15  74.89
126.59 126.72  36.49
  4.08  65.78  81.90
 70.37  54.84  11.48
 95.64 114.71  76.97
 19.25  78.05  22.99
 67.16  72.08  56.18
  4.74  54.42  34.47
 67.04  59.01   0.04
  9.03  23.77  12.83
 69.52  46.76  55.51
 67.39 129.72 112.83
 78.61 124.47 106.74
110.75  39.69 101.81
107.43  67.63  47.10
 43.01  82.46  66.86
107.43  24.14 106.85
 67.46  35.33  70.95
  4.73  76.27  54.72
 57.35 124.90  19.80
 84.27  41.13  98.65
135.46  99.06  80.78
 22.10  58.74 122.48
102.08  49.79  96.88
 52.74  81.77 139.19
 52.03  76.41  19.21
111.75 131.45  70.51
 78.67  63.19  50.09
125.83 112.55 140.56
 60.55 120.84 122.19
 35.95  73.11  87.92
  6.60  57.63  52.56
109.01 124.37 126.69
 25.87  26.72  15.81
 24.67  80.41  52.35
114.54  62.59  76.78
 71.47  59.46  66.96
 12.80  73.43  21.17
 64.68  42.83   4.30
 92.42  67.23 103.38
 20.67  77.67  50.01
 84.22   3.07  96.20
 43.95  65.41 104.75
 84.08 117.35  84.48
 65.98   7.19 122.79
 78.03   1.92  93.56
 61.39 141.10   1.63
 95.61 118.37  94.73
138.75 101.91   8.14
 57.37  53.46 123.41
109.43  86.95  48.03
 80.36  54.14  43.23
124.20 133.13  23.68
  6.43 109.77  67.59
 91.28  55.76  67.63
111.52  79.47 125.38
118.42  54.31 120.51
111.91 128.61   4.65
 71.09  98.20  20.61
 49.38  51.67  79.96
139.26  85.93  29.50
 57.02 128.86 131.13
107.64   8.98  21.46
113.01  50.91  94.15
 74.56  11.94  63.55
 74.63 115.61  55.06
 65.36  44.69  36.22
 60.92  69.79  38.92
 76.06  59.56  14.10
108.91  43.29 106.06
 52.98 124.83 137.73
109.19  31.18  26.73
 55.16   9.67 102.99
  1.55  80.77  85.19
 22.01  82.37  58.65
 73.27  34.52  85.74
126.72 124.62  24.87
 56.46  73.32  55.35
  1.70 118.05  16.44
  4.30 102.78  26.27
 87.57  60.15  10.55
137.58  44.41  13.00
 59.23 132.05 120.76
 75.47  96.63  93.52
 60.01 127.17 118.45
110.27 118.39  89.89
 79.89 127.80  92.29
 83.67  69.61  37.59
104.90  91.97  36.62
117.28 104.69   7.35
  3.89  75.33   0.70
 26.12  67.46 115.86
109.76  79.18  91.72
 47.04  13.79  86.88
 39.46  10.34  84.09
136.98   2.17  23.92
 50.39  86.24 113.11
 39.31 102.13 127.91
124.84  63.67  48.99
 67.72  76.40 114.30
 56.90  44.46  17.71
 39.85  53.60  37.52
119.06  56.87  83.86
 39.14  66.73  49.93
 33.99  50.37  87.15
 29.02  41.35   0.75
 74.17 107.47  94.68
126.78  68.57  76.06
 93.34  85.97  75.65
 63.64  68.20  74.71
 57.98  80.07  84.38
 54.28 107.59 123.81
 31.68  26.41 126.82
121.88 107.67  21.62
 61.03  63.23  60.31
 54.21  86.37  34.04
 14.45  78.98  39.29
138.85   3.46  82.77
 52.48 123.18 139.58
118.08 140.88  91.46
  8.50  88.29  77.58
 72.20  77.48  30.60
  6.41  57.64  53.21
 82.79 122.83  30.56
 80.39 135.92  25.14
 63.93 133.98  45.39
107.49  62.42  99.38
112.20  54.46   3.51
 64.02 132.58  91.97
102.36 136.38  66.37
 86.47 124.32  35.39
 69.38  57.26  52.13
 93.09 119.25  18.29
108.75 109.10  69.57
 98.88  99.41  24.06
124.27  61.46  53.25
  7.47  42.50   6.39
 45.87 100.34  83.42
 94.78 134.42  99.42
 59.05 124.63  76.12
 95.17  92.11 122.49
 74.02 129.50  57.97
 32.83  67.80 115.90
139.96  78.20  32.81
 17.30  14.33   7.63
 72.78  77.79  18.50
 12.51 110.95  15.67
 42.87 138.29  20.13
 50.46  15.14 102.83
 24.18   0.52  80.12
108.24 112.90  31.63
 65.02  78.97 101.19
140.05  21.26  39.95
 72.12  58.79  11.17
 39.43 138.64  82.32
130.74  59.95  62.29
 27.87  69.37  72.81
 11.18  68.62  51.62
 99.34  33.13 103.17
 58.67 124.40 123.95
 34.12 122.37  22.43
136.76  95.41 127.63
