,Mass,Center of Mass,RMS Radius
52,10,"(58.527000000000008, 43.0, 84.786000000000001)",1.34279745308
53,1,"(22.030000000000001, 107.89, 19.370000000000001)",0
54,74,"(101.61662162162166, 42.291351351351345, 31.564189189189182)",2.0148620824
55,10,"(50.370000000000005, 124.84100000000001, 0.51200000000000001)",1.20051863792
56,22,"(74.994090909090914, 100.15772727272726, 68.87863636363636)",1.36217702215
57,15,"(59.593333333333327, 40.789999999999999, 117.07133333333333)",0.764142511432
58,24,"(61.77208333333332, 15.722916666666663, 82.037083333333328)",1.07246187772
59,1,"(126.63, 76.790000000000006, 54.109999999999999)",0
60,2,"(137.91499999999999, 103.315, 112.91499999999999)",0.540624638728
61,5,"(70.328000000000003, 88.856000000000009, 64.573999999999984)",0.84317495219
62,61,"(121.45770491803279, 48.093114754098345, 20.384098360655742)",1.47848539189
63,1,"(108.53, 0.62, 26.25)",0
64,39,"(75.667948717948747, 106.26692307692308, 19.480256410256409)",1.29638910848
65,32,"(65.12843749999999, 116.22656250000003, 85.205937500000005)",1.67865008661
66,1,"(134.34, 127.65000000000001, 70.150000000000006)",0
67,1,"(22.309999999999999, 16.620000000000001, 34.479999999999997)",0
68,2,"(56.855000000000004, 70.734999999999999, 133.42500000000001)",0.0963068014213
69,4,"(36.939999999999998, 0.89999999999999991, 76.672499999999999)",0.20510667956
70,113,"(98.209734513274313, 49.237079646017698, 5.2476106194690271)",2.57585295296
71,10,"(128.892, 57.275999999999996, 62.248000000000005)",0.841115925423
72,20,"(78.282999999999987, 124.02500000000001, 97.734000000000009)",2.11829176461
73,34,"(29.839117647058828, 15.904117647058827, 102.01529411764706)",1.36558481458
74,1,"(20.640000000000001, 86.810000000000002, 44.020000000000003)",0
75,1,"(24.010000000000002, 100.62, 87.430000000000007)",0
76,29,"(100.21379310344825, 137.88551724137935, 83.31448275862067)",1.77912916747
77,1,"(134.18000000000001, 23.440000000000001, 26.059999999999999)",0
78,1,"(99.409999999999997, 32.770000000000003, 126.26000000000001)",0
79,1,"(92.349999999999994, 46.079999999999998, 48.609999999999999)",0
80,1,"(43.840000000000003, 103.95999999999999, 23.579999999999998)",0
81,2,"(102.08, 48.614999999999995, 8.629999999999999)",0.639316040781
82,90,"(99.519222222222211, 31.535555555555565, 103.36988888888889)",1.16006209923
83,6,"(2.2366666666666664, 6.8150000000000004, 63.443333333333335)",1.02001770137
84,69,"(51.287826086956514, 76.270144927536279, 20.190579710144927)",1.78873710318
85,2,"(36.780000000000001, 19.494999999999997, 26.395)",0.0122474487139
86,1,"(108.98, 61.140000000000001, 115.41)",0
87,3,"(129.88, 20.120000000000001, 121.08)",0.483114893167
88,1,"(64.739999999999995, 51.770000000000003, 90.579999999999998)",0
89,50,"(130.66379999999998, 59.576000000000022, 61.6158)",1.65664598512
90,57,"(79.797368421052639, 127.95771929824562, 92.265789473684222)",1.08287222234
91,1,"(51.579999999999998, 122.65000000000001, 27.620000000000001)",0
92,24,"(17.596666666666664, 63.414999999999992, 104.36833333333333)",1.09858368416
93,9,"(70.378888888888866, 118.08555555555556, 111.46999999999998)",1.17581702616
94,2,"(11.085000000000001, 8.4299999999999997, 74.539999999999992)",0.650864809311
95,84,"(7.1552380952380945, 42.411428571428566, 6.2323809523809519)",1.54916278318
96,43,"(93.253720930232575, 135.27255813953488, 96.057906976744178)",1.22359112037
97,8,"(138.83500000000001, 15.27375, 23.248750000000001)",0.770736255148
98,2,"(38.244999999999997, 68.075000000000003, 68.435000000000002)",0.248746859277
99,197,"(124.26121827411173, 133.7960913705584, 24.005786802030453)",2.06541056871
100,1,"(42.770000000000003, 23.859999999999999, 86.780000000000001)",0
101,1,"(86.890000000000001, 139.0, 77.349999999999994)",0
102,32,"(65.68062500000002, 126.9465625, 38.514687500000008)",1.36511339101
103,8,"(52.763749999999995, 128.17500000000001, 102.06750000000001)",1.07742386622
104,30,"(33.299999999999997, 70.644999999999996, 97.653999999999996)",1.33950575462
105,2,"(45.969999999999999, 25.844999999999999, 134.17000000000002)",0.50122350304
106,2,"(62.674999999999997, 33.260000000000005, 136.88)",0.408686921738
107,1,"(75.319999999999993, 63.789999999999999, 43.939999999999998)",0
108,1,"(75.290000000000006, 117.51000000000001, 83.689999999999998)",0
109,1,"(133.38999999999999, 82.450000000000003, 62.380000000000003)",0
110,49,"(102.41346938775509, 61.909591836734712, 98.647755102040819)",1.19007764369
111,34,"(72.154999999999987, 96.281764705882381, 72.838529411764711)",0.702679129103
112,2,"(98.364999999999995, 26.774999999999999, 61.230000000000004)",0.636199654197
113,31,"(111.48258064516129, 125.36451612903224, 112.62903225806451)",0.950643793031
114,1,"(77.760000000000005, 77.049999999999997, 51.560000000000002)",0
115,6,"(118.57166666666666, 85.366666666666674, 60.458333333333336)",0.763838988269
116,6,"(76.891666666666666, 39.163333333333334, 33.078333333333333)",0.623952455454
117,63,"(123.65095238095239, 84.421746031746054, 62.506984126984129)",1.23732544241
118,3,"(55.466666666666669, 0.66000000000000003, 0.20666666666666667)",0.123738074622
119,3,"(70.436666666666667, 79.709999999999994, 11.609999999999999)",0.858926979176
120,1,"(82.689999999999998, 66.939999999999998, 25.149999999999999)",0
121,1,"(82.760000000000005, 33.859999999999999, 60.770000000000003)",0
122,248,"(58.196572580645125, 44.230040322580685, 75.088064516129037)",2.42459820188
123,307,"(13.734169381107487, 76.853941368078139, 38.953973941368091)",2.50369625512
124,1,"(66.709999999999994, 53.770000000000003, 98.930000000000007)",0
125,1,"(75.359999999999999, 123.41, 73.590000000000003)",0
126,2,"(29.75, 12.190000000000001, 58.215000000000003)",0.616542780349
127,4,"(58.350000000000001, 83.454999999999998, 108.565)",0.700927956355
128,1,"(139.49000000000001, 128.53, 101.34999999999999)",0
129,1,"(28.870000000000001, 87.370000000000005, 82.159999999999997)",0
130,8,"(24.759999999999998, 140.66125, 81.855000000000004)",0.891661896405
131,3,"(56.533333333333331, 53.286666666666669, 38.286666666666669)",0.335360502544
132,10,"(27.499000000000002, 70.200000000000003, 68.457000000000008)",0.908069380609
133,1,"(89.75, 84.879999999999995, 22.559999999999999)",0
134,2,"(104.295, 141.01999999999998, 49.844999999999999)",0.686185106221
135,12,"(67.607500000000002, 79.033333333333346, 106.20083333333334)",0.698008078591
136,1,"(21.579999999999998, 39.789999999999999, 120.05)",0
137,28,"(133.44642857142853, 4.2332142857142872, 77.877500000000026)",0.927446158842
138,4,"(129.33000000000001, 59.407499999999999, 67.347499999999997)",1.0100433159
139,1,"(82.480000000000004, 115.68000000000001, 18.07)",0
140,30,"(78.970333333333343, 93.128999999999976, 105.06533333333337)",1.26227457834
141,1,"(71.680000000000007, 60.399999999999999, 115.95999999999999)",0
142,49,"(68.185102040816318, 136.26183673469384, 72.593673469387738)",1.09903759345
143,3,"(59.729999999999997, 94.259999999999991, 127.88)",0.151657508881
144,1,"(40.609999999999999, 59.240000000000002, 37.119999999999997)",0
145,1,"(122.88, 51.219999999999999, 97.069999999999993)",0
146,6,"(74.049999999999997, 26.691666666666663, 96.616666666666674)",1.26439818798
147,1,"(65.349999999999994, 2.98, 41.950000000000003)",0
148,135,"(119.63237037037031, 84.381259259259267, 85.659037037037038)",1.1993729912
149,1,"(76.200000000000003, 72.290000000000006, 121.95)",0
150,2,"(73.510000000000005, 46.715000000000003, 71.805000000000007)",0.0919238815543
151,1,"(64.420000000000002, 118.11, 113.48999999999999)",0
152,2,"(105.70500000000001, 59.984999999999999, 122.67)",0.52407060593
153,1,"(90.310000000000002, 89.969999999999999, 63.420000000000002)",0
154,2,"(70.384999999999991, 93.27000000000001, 1.105)",0.350499643366
155,18,"(76.420555555555538, 59.564444444444447, 14.182777777777778)",1.2148593883
156,2,"(46.519999999999996, 15.4, 18.844999999999999)",0.275726313579
157,3,"(63.539999999999999, 101.42333333333333, 131.06666666666663)",0.731512891965
158,314,"(70.18633757961787, 58.499140127388536, 51.262802547770704)",3.60238539593
159,2,"(110.845, 12.27, 126.125)",0.550590592001
160,12,"(55.462499999999999, 49.422500000000007, 127.43166666666667)",0.605668822231
161,2,"(20.620000000000001, 123.71000000000001, 12.655000000000001)",0.262916336503
162,1,"(133.15000000000001, 61.329999999999998, 118.20999999999999)",0
163,3,"(108.55666666666666, 115.10666666666668, 110.88)",0.742548165292
164,1,"(70.719999999999999, 80.829999999999998, 38.939999999999998)",0
165,1,"(107.98999999999999, 6.0899999999999999, 83.590000000000003)",0
166,4,"(44.282499999999999, 3.1175000000000002, 104.98750000000001)",0.118769735202
167,89,"(29.329662921348302, 134.7052808988764, 59.993932584269665)",2.25674228629
168,1,"(125.68000000000001, 86.150000000000006, 7.96)",0
169,3,"(70.00333333333333, 56.913333333333334, 2.4399999999999999)",0.608477151949
170,5,"(130.86199999999999, 86.440000000000012, 24.085999999999995)",0.551978260441
171,1,"(60.07, 41.590000000000003, 121.59)",0
172,1,"(55.07, 19.739999999999998, 49.729999999999997)",0
173,42,"(54.422619047619058, 17.466190476190473, 112.54833333333335)",1.99781062138
174,1,"(80.019999999999996, 136.18000000000001, 45.219999999999999)",0
175,1,"(136.59999999999999, 79.700000000000003, 48.850000000000001)",0
176,1,"(9.9399999999999995, 96.400000000000006, 26.77)",0
177,1,"(120.23, 20.449999999999999, 71.980000000000004)",0
178,2,"(119.03999999999999, 64.335000000000008, 27.015000000000001)",0.032403703492
179,1,"(54.869999999999997, 4.5899999999999999, 46.990000000000002)",0
180,5,"(45.513999999999996, 56.176000000000002, 93.299999999999983)",0.879663572055
181,3,"(46.943333333333328, 4.916666666666667, 107.28333333333335)",0.419602986961
182,59,"(104.74796610169489, 52.104745762711865, 129.15644067796606)",1.31719514314
183,1,"(34.5, 90.120000000000005, 138.38999999999999)",0
184,127,"(52.915511811023627, 123.8616535433071, 137.29188976377955)",1.92166315955
185,6,"(109.45, 3.1683333333333334, 1.9349999999999998)",0.688746849156
186,1,"(122.27, 109.13, 43.210000000000001)",0
187,8,"(112.63249999999999, 138.18375, 11.69125)",1.45407294349
188,2,"(74.724999999999994, 61.605000000000004, 45.329999999999998)",0.700464131844
189,46,"(77.425434782608704, 101.12173913043479, 13.568260869565211)",1.01144389949
190,62,"(54.265000000000015, 9.1608064516129009, 123.59016129032256)",1.41939053291
191,3,"(93.620000000000005, 76.286666666666676, 44.396666666666668)",0.468093058174
192,82,"(127.24426829268293, 136.96707317073174, 79.623780487804879)",1.69185506395
193,1,"(40.57, 123.54000000000001, 42.609999999999999)",0
194,4,"(134.845, 68.577500000000001, 73.707499999999996)",0.511480693673
195,2,"(27.079999999999998, 57.969999999999999, 108.605)",0.137568164922
196,1,"(24.030000000000001, 67.239999999999995, 95.790000000000006)",0
197,1,"(37.93, 82.040000000000006, 125.26000000000001)",0
198,1,"(135.80000000000001, 88.540000000000006, 122.8)",0
199,1,"(108.31, 37.659999999999997, 69.969999999999999)",0
200,2,"(117.17, 126.995, 99.640000000000001)",0.571161098115
201,1,"(38.670000000000002, 5.7699999999999996, 15.619999999999999)",0
202,37,"(135.49324324324326, 12.138918918918922, 30.417567567567573)",1.48470807622
203,1,"(132.88999999999999, 5.3700000000000001, 28.879999999999999)",0
204,15,"(87.165333333333336, 119.38000000000001, 88.125999999999991)",1.34716822343
205,1,"(27.48, 44.240000000000002, 133.40000000000001)",0
206,1,"(106.94, 92.609999999999999, 34.850000000000001)",0
207,12,"(108.88999999999999, 54.408333333333339, 73.302499999999995)",0.720300381014
208,10,"(9.7690000000000001, 38.488000000000007, 64.405000000000001)",0.618619430668
209,1,"(31.34, 14.029999999999999, 124.45999999999999)",0
210,2,"(131.28, 95.609999999999999, 25.895)",0.233933751306
211,3,"(129.59, 107.56333333333333, 135.46666666666667)",0.499844420239
212,1,"(113.90000000000001, 104.59999999999999, 70.310000000000002)",0
213,1,"(25.559999999999999, 134.47999999999999, 9.0800000000000001)",0
214,1,"(9.7400000000000002, 47.350000000000001, 61.990000000000002)",0
215,22,"(80.899090909090916, 120.62681818181819, 85.124545454545469)",0.783239326755
216,5,"(119.074, 118.04400000000001, 0.90800000000000003)",0.604205263135
217,68,"(62.135000000000005, 5.9219117647058823, 43.678823529411765)",1.42376808129
218,1,"(132.38999999999999, 22.210000000000001, 54.189999999999998)",0
219,2,"(50.549999999999997, 129.03, 10.58)",0.327871926215
220,1,"(41.210000000000001, 101.72, 26.949999999999999)",0
221,57,"(112.1349122807018, 64.952982456140361, 92.623684210526321)",1.08703317353
222,43,"(54.90000000000002, 115.20976744186049, 13.080930232558142)",1.13017451282
223,65,"(99.69169230769235, 136.35923076923078, 69.666307692307669)",1.99914246705
224,8,"(81.603750000000005, 93.837499999999991, 112.405)",0.545497192935
225,63,"(87.805555555555529, 60.242063492063494, 10.438253968253971)",1.35427538897
226,1,"(106.31999999999999, 134.02000000000001, 42.32)",0
227,1,"(11.99, 108.75, 53.649999999999999)",0
228,2,"(82.870000000000005, 121.04499999999999, 117.715)",0.123490890352
229,3,"(95.393333333333331, 118.61, 94.680000000000007)",0.237533623351
230,1,"(133.91999999999999, 25.48, 141.22999999999999)",0
231,2,"(88.834999999999994, 128.95499999999998, 62.210000000000001)",0.556462038238
232,1,"(28.920000000000002, 106.20999999999999, 108.47)",0
233,2,"(13.83, 117.24000000000001, 39.780000000000001)",0.665582451692
234,1,"(53.950000000000003, 127.90000000000001, 130.74000000000001)",0
235,19,"(70.970526315789471, 55.034210526315782, 11.328421052631578)",1.50743788432
236,1,"(131.78999999999999, 93.640000000000001, 133.03)",0
237,1,"(90.75, 63.909999999999997, 64.459999999999994)",0
238,2,"(137.04000000000002, 119.21000000000001, 124.09)",0.249198715888
239,79,"(139.17227848101265, 102.00405063291139, 8.4300000000000033)",1.14575105913
240,2,"(96.824999999999989, 96.25, 139.095)",0.445365018833
241,3,"(79.776666666666657, 50.70333333333334, 65.280000000000015)",0.675952003556
242,17,"(123.92882352941176, 84.710588235294125, 67.395294117647055)",1.57556514823
243,6,"(17.858333333333331, 80.726666666666674, 33.044999999999995)",1.22866910834
244,2,"(45.480000000000004, 132.07499999999999, 21.780000000000001)",0.323457879793
245,6,"(56.251666666666665, 29.841666666666669, 114.58166666666666)",0.652131121785
246,114,"(59.097543859649129, 122.89166666666664, 124.45184210526311)",1.93565395081
247,1,"(124.77, 33.520000000000003, 25.710000000000001)",0
248,1,"(1.29, 135.44, 50.310000000000002)",0
249,44,"(106.2434090909091, 54.388863636363638, 135.71727272727273)",0.994874415846
250,21,"(106.07095238095239, 89.321428571428569, 48.691904761904759)",1.09164275302
251,1,"(40.899999999999999, 133.31999999999999, 81.180000000000007)",0
252,3,"(123.15333333333335, 108.87, 9.7966666666666669)",0.754527077785
253,14,"(83.277142857142863, 68.080000000000013, 114.86785714285715)",0.622111693495
254,48,"(84.512499999999989, 133.40187499999999, 70.828958333333318)",0.885960862175
255,2,"(66.944999999999993, 105.19999999999999, 128.49000000000001)",0.0708872343938
256,1,"(61.719999999999999, 124.40000000000001, 34.469999999999999)",0
257,1,"(70.030000000000001, 51.82, 64.769999999999996)",0
258,1,"(13.59, 106.48999999999999, 49.539999999999999)",0
259,45,"(117.67511111111109, 111.67466666666665, 22.616444444444447)",1.19220687574
260,6,"(114.57833333333333, 118.47333333333334, 15.166666666666666)",0.683977338806
261,1,"(4.7699999999999996, 92.920000000000002, 7.5899999999999999)",0
262,19,"(30.543684210526312, 59.809999999999995, 35.560526315789481)",1.00266846182
263,11,"(61.058181818181815, 0.31, 10.433636363636365)",0.654801717512
264,7,"(1.8742857142857143, 76.374285714285719, 39.464285714285715)",1.29999529042
265,3,"(96.350000000000009, 21.620000000000005, 41.869999999999997)",0.247924719757
266,1,"(52.229999999999997, 117.5, 0.080000000000000002)",0
267,3,"(86.75333333333333, 84.256666666666675, 64.25333333333333)",0.337045990927
268,1,"(74.140000000000001, 13.18, 10.640000000000001)",0
269,1,"(132.96000000000001, 58.520000000000003, 111.56999999999999)",0
270,2,"(47.219999999999999, 54.210000000000001, 83.234999999999999)",0.650173053886
271,6,"(95.736666666666679, 133.58333333333334, 28.553333333333331)",1.78285351801
272,1,"(57.920000000000002, 44.039999999999999, 3.8799999999999999)",0
273,6,"(132.51166666666666, 112.02666666666666, 39.979999999999997)",0.66249737945
274,43,"(13.15, 6.8090697674418621, 46.293953488372104)",1.63403474599
275,1,"(67.239999999999995, 102.79000000000001, 46.030000000000001)",0
276,1,"(72.659999999999997, 139.25, 26.440000000000001)",0
277,1,"(78.189999999999998, 126.95, 34.869999999999997)",0
278,1,"(67.159999999999997, 73.5, 9.6799999999999997)",0
279,1,"(64.549999999999997, 132.99000000000001, 97.260000000000005)",0
280,1,"(7.4500000000000002, 38.219999999999999, 25.859999999999999)",0
281,3,"(75.939999999999998, 65.953333333333333, 10.653333333333334)",0.764140766555
282,2,"(76.655000000000001, 114.175, 26.609999999999999)",0.350214220157
283,1,"(95.079999999999998, 105.67, 49.289999999999999)",0
284,1,"(127.94, 18.039999999999999, 94.900000000000006)",0
285,2,"(29.585000000000001, 16.93, 128.73500000000001)",0.436863823176
286,5,"(21.457999999999998, 69.118000000000009, 127.55800000000002)",0.449630959788
287,1,"(10.83, 30.219999999999999, 120.52)",0
288,1,"(120.81, 85.129999999999995, 62.380000000000003)",0
289,65,"(116.37784615384618, 56.448000000000015, 129.77507692307691)",2.18183748629
290,1,"(76.840000000000003, 109.51000000000001, 64.290000000000006)",0
291,1,"(15.1, 109.53, 126.08)",0
292,4,"(49.477499999999999, 77.447499999999991, 10.715)",0.665103375424
293,4,"(58.4375, 41.460000000000001, 72.629999999999995)",0.684995437941
294,1,"(88.780000000000001, 127.90000000000001, 105.59999999999999)",0
295,17,"(97.81941176470589, 22.657058823529411, 6.303529411764706)",0.829090050247
296,5,"(5.6320000000000006, 94.475999999999999, 30.386000000000003)",0.0891291198206
297,2,"(22.585000000000001, 51.019999999999996, 4.0299999999999994)",0.479087674648
298,22,"(113.49227272727271, 52.565909090909081, 7.8349999999999991)",0.926176602584
299,1,"(38.310000000000002, 6.2599999999999998, 54.369999999999997)",0
300,1,"(35.590000000000003, 31.859999999999999, 72.849999999999994)",0
301,1,"(49.07, 37.439999999999998, 102.37)",0
302,1,"(96.079999999999998, 107.88, 46.880000000000003)",0
303,1,"(78.840000000000003, 2.0600000000000001, 8.3900000000000006)",0
304,1,"(79.790000000000006, 59.090000000000003, 33.789999999999999)",0
305,23,"(61.887826086956515, 30.493478260869562, 134.24260869565219)",0.761370518317
306,1,"(117.25, 114.04000000000001, 44.840000000000003)",0
307,1,"(55.740000000000002, 135.22, 97.540000000000006)",0
308,1,"(95.549999999999997, 90.349999999999994, 8.1400000000000006)",0
309,46,"(122.47913043478259, 116.99282608695654, 125.45760869565218)",2.57465124182
310,1,"(76.400000000000006, 120.04000000000001, 28.670000000000002)",0
311,2,"(96.030000000000001, 112.03999999999999, 101.52000000000001)",0.384447655735
312,2,"(25.859999999999999, 55.545000000000002, 92.560000000000002)",0.054083269132
313,1,"(125.05, 124.77, 110.26000000000001)",0
314,16,"(123.020625, 69.586874999999992, 6.2131250000000007)",0.885133508644
315,25,"(72.987200000000001, 42.552, 78.434799999999996)",1.81528100304
316,5,"(77.715999999999994, 75.736000000000004, 49.686)",0.269354784624
317,1,"(96.540000000000006, 134.38999999999999, 111.47)",0
318,1,"(70.849999999999994, 5.4100000000000001, 31.66)",0
319,4,"(59.879999999999995, 29.967500000000001, 98.789999999999992)",0.617024108119
320,78,"(68.448589743589736, 133.14961538461537, 34.745128205128204)",1.14473030107
321,1,"(93.25, 6.25, 134.5)",0
322,1,"(107.65000000000001, 68.560000000000002, 73.969999999999999)",0
323,4,"(44.462499999999991, 13.1625, 44.695)",0.341924699313
324,3,"(126.24333333333334, 89.683333333333337, 49.630000000000003)",0.95518468255
325,10,"(118.46300000000001, 60.476999999999997, 81.973000000000013)",0.639721032951
326,4,"(69.532499999999999, 108.38750000000002, 115.425)",0.206670026854
327,1,"(79.420000000000002, 85.420000000000002, 40.549999999999997)",0
328,1,"(92.230000000000004, 111.59999999999999, 105.02)",0
329,61,"(38.806721311475414, 75.611803278688541, 91.648688524590185)",1.15322030216
330,100,"(73.906600000000012, 68.830299999999994, 9.8304999999999989)",1.25526096888
331,1,"(18.329999999999998, 9.3000000000000007, 26.32)",0
332,1,"(116.86, 8.0500000000000007, 8.7400000000000002)",0
333,7,"(80.731428571428566, 40.529999999999994, 112.09285714285713)",0.882077788231
334,1,"(138.65000000000001, 18.670000000000002, 30.949999999999999)",0
335,29,"(97.898965517241379, 51.603103448275867, 69.569655172413803)",0.816451240322
336,1,"(125.39, 116.08, 8.7599999999999998)",0
337,82,"(75.901463414634165, 98.720975609756081, 94.248170731707361)",2.20239385268
338,9,"(45.086666666666673, 5.7488888888888887, 132.04222222222222)",0.980659893725
339,29,"(119.23275862068962, 91.342758620689679, 59.793448275862069)",1.58285658175
340,2,"(46.57, 40.005000000000003, 48.289999999999999)",0.667776160102
341,1,"(56.079999999999998, 138.93000000000001, 141.05000000000001)",0
342,1,"(84.340000000000003, 87.780000000000001, 125.81999999999999)",0
343,1,"(113.09999999999999, 30.91, 86.090000000000003)",0
344,1,"(48.119999999999997, 31.16, 82.709999999999994)",0
345,1,"(111.73, 6.9000000000000004, 17.109999999999999)",0
346,5,"(82.224000000000004, 41.256, 79.168000000000006)",0.248644324287
347,1,"(115.98999999999999, 17.760000000000002, 11.1)",0
348,2,"(78.849999999999994, 10.07, 72.185000000000002)",0.659488438109
349,6,"(95.483333333333334, 65.678333333333327, 91.686666666666667)",0.440596187001
350,1,"(110.66, 62.670000000000002, 98.109999999999999)",0
351,9,"(124.59999999999998, 132.96777777777777, 81.024444444444455)",0.75658426701
352,6,"(54.413333333333334, 85.883333333333326, 34.149999999999999)",1.04462646168
353,9,"(23.856666666666666, 73.276666666666685, 124.50333333333333)",0.565135185401
354,1,"(45.200000000000003, 70.019999999999996, 85.129999999999995)",0
355,1,"(78.540000000000006, 27.43, 110.11)",0
356,1,"(14.17, 59.140000000000001, 15.300000000000001)",0
357,1,"(61.009999999999998, 35.890000000000001, 30.27)",0
358,2,"(116.67500000000001, 39.204999999999998, 31.005000000000003)",0.318237332819
359,2,"(64.144999999999996, 27.424999999999997, 133.77500000000001)",0.247941525364
360,1,"(5.96, 92.959999999999994, 25.079999999999998)",0
361,4,"(94.5625, 135.06999999999999, 71.297499999999999)",0.416158022871
362,1,"(15.359999999999999, 100.16, 45.920000000000002)",0
363,1,"(20.899999999999999, 48.859999999999999, 61.950000000000003)",0
364,16,"(126.27, 59.635625000000005, 121.57562499999999)",0.886749242317
365,1,"(80.280000000000001, 125.68000000000001, 92.480000000000004)",0
366,3,"(55.560000000000002, 8.0400000000000009, 45.79666666666666)",0.245266295189
367,1,"(51.520000000000003, 80.900000000000006, 18.370000000000001)",0
368,9,"(44.57, 67.147777777777776, 97.753333333333345)",0.680486391043
369,1,"(105.22, 61.520000000000003, 120.3)",0
370,2,"(9.8049999999999997, 27.055, 97.5)",0.657457222943
371,1,"(6.9900000000000002, 54.810000000000002, 22.75)",0
372,1,"(105.77, 66.239999999999995, 42.670000000000002)",0
373,4,"(39.897500000000001, 64.680000000000007, 131.92250000000001)",0.978563998929
374,24,"(86.862499999999997, 49.232499999999995, 44.278749999999995)",1.13906325732
375,5,"(127.196, 99.225999999999999, 30.985999999999997)",0.679199528857
376,3,"(112.8, 109.44333333333333, 120.77333333333333)",0.693092907032
377,3,"(74.909999999999982, 84.766666666666666, 47.883333333333333)",0.672689461127
378,2,"(72.424999999999997, 136.77999999999997, 66.594999999999999)",0.42807709586
379,1,"(18.34, 75.629999999999995, 139.09999999999999)",0
380,4,"(36.645000000000003, 135.6275, 69.597499999999997)",0.7825039936
381,1,"(84.209999999999994, 4.04, 23.129999999999999)",0
382,8,"(25.998749999999998, 31.6875, 126.765)",0.417078754554
383,66,"(66.330909090909117, 2.9796969696969695, 48.404848484848479)",3.67074096202
384,1,"(137.19, 81.719999999999999, 136.88999999999999)",0
385,1,"(114.8, 96.590000000000003, 62.390000000000001)",0
